ID,latitude,longitude,name,mean_checkin_time,review,category
12609,29.95373,-90.06534,Envie Espresso Bar & Cafe,18,"Honestly don't understand why there are any bad reviews here. I come here at least twice a week or more and the coffee here is the epitome of perfection, I'm obsessed with their almond croissants, the staff is always so lovely; shoutout to Andy he always makes me different latte art every time I come in. (Unfortunately, I only have one picture in my phone)",Restaurants
13492,29.9550033,-90.1048,The Hangar,21,Rendon Inn has turned an old corrugated aluminum hangar into an indoor music venue with nice A/C and great sound.  Drinks are cheap.  Go for a show anytime.,Nightlife
13213,29.9551932,-90.068339,Patrick's Bar Vin,4,"If you're looking for a quiet classy place right off Bourbon this is it!  Patricks Bar Vin was just that, classy and clean. The bar is hidden away within the Mazarin Hotel. The owner is wonderful as well as the staff. I usually do not drink wine, however I tried Bubbly while there it was well worth it. This place gets 5 stars from me.",Nightlife
12316,29.9630419,-90.2230101,Calypso Restaurant,15,"My first visit to Calypso a few weeks ago after hearing about it from a friend.  A co-worker and I decided to try the Friday buffet which is seafood centric.   We had the arroz con pollo and shredded brisket; they were both full of flavor.  The brisket is best when dipped in the Guasacaca (avocado based salsa) which lends a brightness to the rich brisket.   After, we tried the seafood paella which was full of seafood and sausage.    Everything was tasty, though the buffet suffers some due to the lack of traffic as the temperature on some dishes wasn't ideal.  This is anecdotal, but deserves mentioning.    We did speak with the owner after eating and he shared his background.  He couldn't have been nicer, and did allow us to try a few items off the day's menu (the empandas are not to be missed).   Calypso is a great addition to River Ridge, but helps fill the hole of Latin cuisine in the entire metro area.  I can't wait to get back and try more of the menu!  ETA: I went back for lunch today and everything was hot and fresh.  I'm guessing my previous concern has been addressed.  Food was excellent again.",Restaurants
12037,29.956633,-90.068074,Broussard's,12,"I usually only go to a fancy pants restaurant like Broussard's for a special occasion. But a friend told me about the $19.20 three course meal in honor of the 95th anniversary of the restaurant, so we decided to check it out.  The restaurant itself is as gorgeous as ever, a gem of a fine dining establishment. There was a bit of a crowd, so it wasn't empty which is  a good thing. I can't stand sitting in an empty restaurant. The service was good to above average.   The $19.20 menu provides a few choices for each course. We both ordered the crab and shrimp cake for an appetizer. It was outstanding, one of the better appetizers I have had in a long time. I ordered the short ribs which were good but not great. The sauce was nice and the presentation was nice with a big Portobello on top which was tasty. But the short ribs were cut in pieces and were found under a mound of mashed potatoes. Nothing at all bad about the dish, it just didn't wow. My lovely better half ordered the fish ( drum I think) with tropical fruit salsa and coconut rice, a much better choice. It was very well prepared, especially the execution of the fish which was perfectly moist, cooked just right. For dessert, I ordered chocolate ice cream which consisted of a very tiny, kid's portion (not much more than a tablespoon )of very good ice cream accompanied by about a teaspoon of whipped cream. The better half again ordered better and got the peanut butter mousse which was a much larger portion and excellent, outstanding in fact.  So if you're looking for a nice evening at a grand restaurant but don't want to break the bank, come to Broussard's for good meal and overall dining experience during the $19.20 special. And, frankly, you should consider coming after the special is over. The food is that good.",Restaurants
11763,29.9596436,-90.1129686,Dunbar's Creole Cuisine,9,I was there this past Saturday evening around 7pm with two others. One of us ordered the spinach dip which like someone else said was probably the best thing we had. I shared the seafood platter with another person. The fried catfish and shrimp were unseasoned and had no flavor. I ate three shrimp and two bites of catfish and was done. There were fried oysters that didn't look appetizing but my friend ate so I don't know. There were several hushpuppies but no crab balls. We inquired and were told that they were out of them and that's why we had so many hushpuppies. Well crab costs much more than hushpuppies. The waitress said they were going to prepare some crawfish balls for us instead. Well at this point I wasn't impressed or interested in anything else. When the crawfish balls arrived my two friends tried them and said they were too salty and they didn't finish them.  The mac and cheese wasn't impressive. It appeared to be macaroni noodles and cheese and pepper. The cornbread was sweet and tasted decent. Bottom line. I will not be back,Restaurants
11259,29.924514,-90.108781,La Thai Uptown,3,"Some of the best food I've ever had. Great service. We all had different items off the menu and everything was delicious.   The crab cakes, redfish, sea bass did not disappoint.   I would come back here again. Prices fit the quality of the food.",Restaurants
13450,29.9567078,-90.0627955,Nola Beer Tours,19,"Great tour. Eric was an entertaining and informative guide with great information about, history, New Orleans, and the local beers. I would recommend this tour to anyone looking for a fun tour in New Orleans tempered with a good amount of information.",Nightlife
12350,29.9553128,-90.0684542,Old Absinthe House,15,"Old Absinthe House is a New Orleans icon, and I agree with other reviewers that it is a respite from Bourbon St.  It's basically pretty low key - an old dive-type bar, serving drinks (not 4 for 1 daiquaris out of a machine).  We stopped by for Sazeracs which were satisfactory, but the rating is more for atmosphere and people watching.  Try to sit at the part of the bar nearest Bourbon St. for people watching.  The zombie walk"" is quite amusing from here",Restaurants
10205,29.947903,-90.1302862,Louisiana Running + Walking,5,"Extremely helpful. Anxious about running again and finding the right shoes for New Orleans. Owner was extremely personable and professional, felt like my coach was helping me pick out the best shoes for me!",Shopping
10733,29.9780316,-90.0759724,Primary Eye Care,19,"We Found this eye doctor from my insurance website  while my wife was looking & we couldn't have found a better eye doctor! This office is simply amazing from the friendly staff, quick service, and amazing follow ups!! I think I have found my family eye doctor for the foreseeable future.",Shopping
11176,29.9568475,-90.0683818,Jagerhaus,2,"Yessss! When looking for fab food in a new city this is the place I can only hope to find! We had waffles,  vanilla french toast, crepes and spaetzle. It is all incredible! We all ended up passing our plates as the food is sooo good! Service is more laid back and slow but friendly and the chef is wonderful.",Restaurants
10526,29.9545837,-90.0649058,Lush Fresh Handmade Cosmetics,14,"I've been to Lush in Arizona, S.F., San Jose and Maui. The one in New Orleans is My favorite one. I love how you can smell a Lush store from a block away. :) I've been to this one a few times, Always on Halloween. Always a fun time :)",Shopping
12761,29.9601958,-90.0593685,Belle's Diner Nola,20,Delicious shrimp and grits and good beer selections! It's not super fast but we didn't wait forever either.,Restaurants
11915,29.9351935,-90.1049458,The Business Bar,10,"Such a f*#king cool concept!  The Business Bar is a #BlackOwned #WomanOwned establishment and it's amazing to see what they're bringing to Freret Street. The Business Bar is a fusion of a co-op space and restaurant so you can literally be here from morning to night if you needed a semi-permanent space for the day.  I came in the morning so I enjoyed a bowl of their very berry business oatmeal and just about licked the bowl clean. Filling and a healthy option so it was a win in my book. The cold brew wasn't to my personal preference; however, maybe it's an opportunity for them to connect with Mojo down the street!  The first 90 minutes are complementary if you're coming in to co-op and there are plenty of outlets throughout The Business Bar. After that your food & beverage spend is applied to the duration of your stay so if you munch and imbibe throughout your stay it all balances out. You're asked at the very beginning if you plan just to dine-in or co-op and they then break down everything for you.  Make sure to grab a cocktail here as they're not only from Justinis; however, the attention to details is super cute. They use office supplies to hold up the garnishes! I also can't wait to try their frose on a future visit.  You can easily hold a conversation here and the music is fire. I'll definitely be back!",Restaurants
10898,29.9210963,-90.0947015,Appartique,23,"Simply one of the most gorgeous and eclectic mix of antique furniture, art and objects in town!  And quite reasonably priced for such high quality pieces.  Appartique is an inspiring and beautiful store with plenty of space to roam around (not like one of these crowed dark junk shops) and let your imagination take over.  If you are in need of advice or suggestions, Jason and John (the 2 owners) will expertly guide you to come up with what you want/need for your home or office.  They are also the best at customer service:  on one recent shopping spree, Jason (who is also a fabulous painter) personally delivered our purchases to our home and even stayed long enough to help me hang a mirror I had bought from him.    A mandatory stop for anyone serious about antiques, who seeks beautiful pieces!",Shopping
10377,29.97823477,-90.09717412,Mattress Firm Carrollton Avenue,10,"In searching for a mattress for a rental, this was my 3rd stop. Brett, the store manager, was by far the most helpful and honest salesperson I met with. He listened to my needs and described the differences between the mattresses without pressuring me towards one. He helped me pick out a great hotel"" quality mattress for an excellent price. I've had 4 guest sleep on it so far and every single one raves about the comfort of the bed.   I plan to purchase two more the next few months and will definitely return only to Brett at Mattress Firm to buy them. Great service",Shopping
11559,29.9482129,-90.0721782,Stumptown Coffee Roasters,6,I had the iced coffee it was watered down and not very tasty. I also had a chocolate croissant it was very oily and greasy. The ambience is very cool and hipstery but there is only one table for seating with poor lighting.,Restaurants
12857,29.9713325,-90.0923851,Bayou Bistro Louisiana Cuisine,21,"We were gonna eat next door at Neyow's next door per recommendations from a local but the wait was so long and it was pouring and we were hungry and ate here. Food wasn't bad, but we probably don't know the difference since we're not from around here. I'm sure a local could name several places similar to this that are better. The service was terrible. We had a table near the kitchen and I kept looking back into the kitchen and would see employees just bantering and not doing shit. It took way too long to get our food. I also had to ask for paper towels THREE TIMES before someone brought them. Horrific service.",Restaurants
13141,29.9630993,-90.057714,Yuki Izakaya,23,This place was the perfect spot to eat while in New Orleans for work.  The service was fast and friendly and was able to accommodate to our larger group size.  The beef tongue was unreal and so tender which is not how a lot of places serve it.  We also had lots and lots of salmon belly which was superb.  The seaweed salad tasted super fresh and perfectly seasoned.  And lets not forget the delicious tuna.  I definitely recommend going here for some really good Japanese food.,Restaurants
12005,29.954468,-90.0696096,Red Fish Grill,11,"Love this place....the only downside is how busy it can get...but thats a minor inconvenience all things considered.  I had the bbq oysters which was amazing, followed up with the shrimp and grits.  Both were amazing..definitely the best thing i ate while on bourbon street.  The second best thing about this restaurant..you can  find the recipe for your favorite dish on their website.",Restaurants
10386,29.9828184,-90.1057497,Tubby & Coo's Mid-City Book Shop,10,"My family and I had been visiting a lot of bookstores in our recent trip to New Orleans, but this one really stood out. It has a very good selection of all genres of books, especially Sci-fi/fantasy. But the best thing about this store is the atmosphere and ambience. It really feels like you have stepped into a bibliophile's house! The owner is very friendly and ready to engage anyone in conversation. Highly recommended!",Shopping
10198,29.9199019,-90.01688,Heitmeier Eyecare,5,"It is a shame to like the doctors but feel on every visit that you are ran down a assembly line- rushed in-rushed out! No wonder that their receptionist is so rude to everyone- maybe well over worked. Just called to have my name removed from the endless appointment reminders only to hear our system is down can you call back later""! Really",Shopping
13440,29.957505,-90.0659114,The Dungeon,18,"Our first trip to NOLA and we made this our very first stop.    PROS:  Love the music, decor. atmosphere and Jager Bombs.   CONS:  Watered down drinks and very disappointing service.  Not only were our drinks watered down, our bartender was busy socializing with two other patrons while we waited to order something stronger.  She had her back turned to us even though her friends were a few bar stools down from where we were.  We were there for a birthday so in the spirit of trying to have a fun evening, that's the only reason we stayed and ordered Jager Bombs.   We left after the 2nd drink and took our money down the road to One Eyed Jacks - where we spent a considerable amount of time.",Nightlife
11709,30.02643,-90.05419,PJ's Coffee - Gentilly,8,"Could use a makeover, a clean-up day, maybe another interior decorater but nonetheless the coffee is great. The pastries in the pastry case is often scarce but when it's not I always have to get a chocolate croissant which is amazing, it's almost like nutella in the inside when it's warmed.",Restaurants
11050,29.94080908,-90.06063335,Carnival Triumph,1,"First time on a cruise and it was horrible. They said it would be the vacation of a life time but it was far from. The cruise line is not baby friendly, my 11 month old had to pay the same fair as an adult, day care hours are restricted for kids under 2. We were denied the right to buy the alcohol drink package, because they said everyone in our group would have to pay the alcohol pass including the baby. The rooms are out dated. The food taste like cafeteria food. Purchases on the cruise are suppose to be tax free, but they taxed a purchase that I made. Guess service lines are extremely long, except to wait at least 45 mins before you can get help. Every thing is over priced and they are always trying to sell you something all the time. You have to pay for sodas. After 10pm you have to pay for daycare. The employees are over worked, so they walk around like zombies. The employees are not good at problem solving. There's a communication barrier, because 95% of the employees speak  broken English.",Restaurants
10590,29.9520367,-90.0703336,Blown Away,16,"This place is great! They fit me in at the last minute on a Saturday. I'll be honest, I wasn't sure what to think when I saw that my stylist had green hair but I was taught not to judge a book by its cover. Brittany did a great job. I got my hair washed and blown out and then she asked me to specify what I wanted the blow out to look like which I appreciated. I told her I wanted a loose wave and she told me she had an idea of what I wanted. I was amazed at how quickly she worked and didn't feel like she was rushing either. She was super nice and a great conversationalist and I was super pleased am when all was said and done. I definitely recommend coming here for a blow out!",Shopping
10519,29.949421,-90.181168,GameStop,14,"One of the best Gamestops in the city"" The employees are helpful and are knowledgable about every game. Their game stock is also great. This has to be one of the larger of the stores in the company.""",Shopping
12836,29.93694334,-90.07685557,The Avenue Pub,20,"Came here for happy hour... or so we thought. Found a website that tracks what bars offers happy hour specials in Nola and was stoked to see that Avenue Pub was on the list. Lies, alllll lies. Not the pub's fault of course, just an outdated website. But damn were we disappointed! Honestly, how do they NOT have a HH special? Shouldn't that be required of every bar in Nola? Every hour should be happy hour IMO.  But we stayed because we were too lazy and thirsty to trek anywhere else.   The variety of beers on tap was impressive. The space was a bit small but they also have an upstairs space with it's own bar. There was a dog friendly area outside, which I look forward to utilizing in the spring. Would also like to check out the food next time since I've heard it's quite stellar.  All in all, I can see why this is a much loved watering hole.",Restaurants
11628,29.97499359,-90.10052704,Lahpet,7,"Omg! The flavor is amazing. I have never had Burmese food before; it reminds me of thai spices but more subtle and layered-it has a milder effect.  I'm sad to see this gem leave its location at milkfish(another amazing spot). Looking forward to where they pop up next. Obsessed with the samosas and the fish curry dish. Fresh, light, and full of flavor! Catch them this week before their weekly home is no more!",Restaurants
12843,29.9425511,-90.067852,Ugly Dog Saloon & BBQ,20,"Went here today with two others after every other restaurant had an hour or long wait. I wish we had waited an hour.  We walked in to a dive. Fine. Ugly is on the name. What can be expected? Some toddler was banging on a piano by the entrance. After having to go to the bar to order, I asked the bartender what she recommended. She said anything."" To narrow it down",Restaurants
12396,29.9526804,-90.0706166,Brothers Food Mart,16,"I laugh as I write this review.   One late night, after going to a show, after a few drinks, on our way back to the hotel, we were trying to find a place to have food that was open. My boyfriend was asking what I wanted to eat. I looked up, lost and confused pointing to the bright sign that said FRIED CHICKEN.   I will never forget the puzzled face my boyfriend gave me. Perhaps all those posh restaurants, and five star yelp hole in the wall places painted a vision in his head - it set the tone of what type of food I may like.   We waited on the line, and boy was this the BEST fried chicken I ever had. The mustard. The chicken. I couldn't believe it. I thought maybe I could blame my late night.   I went back the following day to try again, and it was just as amazing.   I would fly all the way from NYC just to eat this chicken again. I laugh because it's like a 7/11. The total came to a whopping $5.99!   Oh my goodness. Delicious. I have yet to try fried chicken that is as moist and flavorful.",Restaurants
10429,29.94790402,-90.06239444,Coach,12,"One of the larger coach stores I've visited. I happened to come while a HUGE sale was going on. Excellent service, I was in bliss :)",Shopping
11083,29.921157,-90.098428,Long Chim Nola,1,"Not an Authentic   Thai foods place . Their some buds are short . Their shrimp glass noodle salad were sour , I don't taste any Thai herbs . Thai foods usually used all kind of herbs and spice to give it a good kick after each bite . Their curry soup was okay. It's not worth $15 parking to eat here .",Restaurants
12244,29.9609076,-90.058502,El Gato Negro,14,"The Pineapple Cilantro Margarita is an amazing, unique libation that is both refreshing and knock you on your ass intoxicating (as you don't notice the alcohol). Plus, they have delicious guacamole made AT YOUR TABLE. TO YOUR SPECIFICATIONS. Yes, its pricey, but worth it for a quick nosh.",Restaurants
13018,29.9350566,-90.1066494,The Kolache Kitchen - New Orleans,22,"Sooo good. I had the ham,onion, & Swiss empanada! It's pretty big but I ate the whole thing. Will be back!",Restaurants
10207,29.95392489,-90.06955771,MAC - New Orleans,5,I came to NOLA for the weekend and decided at the last minute to get my makeup done.  I called on my way down and the first M*A*C store didn't have any appointments available.  I called this location and they had one opened appointment and I took it.  Best decision!!!!!  My facial came out Great.,Shopping
10491,29.953694,-90.0706073,Nouveau,13,"Place is great point blank period , a bit pricey tho but overall excellent place to splurge and look nice !!",Shopping
11866,30.0194108,-89.9628584,Domino's Pizza,10,"May 18,2016 around 9:40 I pulled up in drive thru @pick up. I waited a couple minutes before someone came then a Caucasian kind of heavy set build came to the window I was ready for him to greet me but never once looked my way so he left then came back right by the window started fumbling around with whatever now I understand if you are working you are suppose to at least stop and take the time out to greet and say someone will be right with you this guy went back and forward at the the window 3 or 4 times never once looked,smiled,waved or greeted at this point I'm mad. Then a young black girl open the window with the nastiest look her face asking what name I'm picking up for I gave her my name she came back rolled her eyes while she handed me the pizza I almost wanted to snatched it out her hand and tell her off because it's not my fault she don't enjoy her line of work those two ppl need better training because I always come to this dominies and normally the younger black males are the friendliest but seeing  those two tonight almost make me don't want to come back",Restaurants
11809,29.931263,-90.0739399,Roux Public House,9,"Amazing Experience! I've been here several times for events and happy hours over the past few months and each time I leave happy. But, when I booked the balcony for a bachelorette party brunch, I was beyond thrilled with our experience.   Of course the smoked salmon deviled eggs are amazing and the gumbo is delicious AND authentic but, the personal touches that the owners offered made it so special for my friend on her special weekend. Our little table had beautiful flowers and a white table cloth when we arrived and before the meal started, the kitchen sent us two beautiful fresh fruit trays. Our server was swift and kind. We weren't rushed in any way and were just able to enjoy a lovely Sunday.  I haven't been disappointed by my experience yet and I'll keep going back because it just keeps getting better!",Restaurants
11956,29.9474219,-90.1129647,El Libre,11,"I am so excited that this tasty restaurant has made its way out of the French Quarter and into the fold of Uptown.  I LOVED El Libre when I visited their French Quarter location, but I rarely found myself in the area whenever a craving for a really good Cubano hit. Well, that problem has now been solved as El Libre is now conveniently located on Calhoun.  I stopped in on a Monday for lunch and the place was empty. It's an order at the counter"" type of place and they serve a few signature Cuban dishes as well as their legendary Cubano",Restaurants
13415,29.9584912,-90.0653457,Johnny White's Bar,17,"Looking for a great place to chill, drink, make friends, and a hot bartender...Johnny White's at 733 St. Peters in New Orleans. The vibe was awesome when I walked in the door and the bartender helped me right away which definitely awesome. Cause in LA you have to waive a $100 or be a somebody"" to get the bartender over. New Orleans feel is definitely everywhere and people",Nightlife
10792,29.916063,-90.114308,AT&T,21,THIS STORE IS NOT CLOSED!  It is a store no longer associated with being an AT&T core store.  Forget going to this store as it has horrible customer service.  I went in after going online to see how to trade in my iPhone.  Online I was given an amount which could not be honored at the store since they are not a 'core' store.   The first thing the salesperson did was remove the glass plate off of the top of my phone to see if there was any damage. I had told him in advance that the glass protector plate was applied when I initially purchased the phone so there would be no damage.  In fact it was easy to see because the protector plate was clean.  Once I was told that they could only give me half of the quoted amount because they are no longer an AT&T store they sent me to the Lakeside store.  Before I left I asked for assurance that they would be able to handle my account.  Of course I get to the Lakeside store and the salesperson smells like onions which is disgusting.  He either wants me to buy the new iPhone directly or go on the Next plan which he doesn't explain well to me at all.  I leave very frustrated and try to contact the Tchoupitoulas store to tell them I'm coming back to get my protector plate for my phone which was thrown away.  No one answers the phone after repeated calls.  Once I arrive at the Tchoup store I'm told no one answered the phone because I was calling the wrong number.  Apparently their old number is still listed in the At&T directory assistance because that is the number I was given.  The poor service only escalated and I was given back the protector plate which can't be reapplied without looking like trash.  I am a long time AT&T customer.  This is how you LOSE customers.  Skip this store and the one at Lakeside and go elsewhere for your service.,Shopping
12912,29.9567138,-90.0671404,Pier 424 Seafood Market,21,THE BEST PLACE TO EAT IN NOLA!! There were 5 of us & we all ordered something different . I had the shrimp & grits & their grits are fried & amazing! Great portion of shrimp & the sauce was to die for. My son had the catfish-excellent. My husband had the burger & he couldn't finish it. We get here a couple of times a year & this is on our permanent list!,Restaurants
11186,29.944324,-90.062187,Mandarin Express,2,"This was one of the worst experiences I had  with a Mandarin Express. The fried rice was burnt and hard, the mandarin chicken was barely warm, and the bourbon chicken is the only thing that was helping this meal be good. The cream cheese rangoons were also warm at best. On top of that, the service was terrible from the people behind the counter. The person giving us our food was nice, but the cashier made me feel like I was an inconvenience and lacked manners. I'm fortunate to not have to worry  about eating here again.",Restaurants
11185,29.9508856,-90.0687461,Majoria's Commerce Restaurant,2,whole wheat bread options for those on a high protein diet craving bread and YAM FRIES!!!,Restaurants
11550,29.9212469,-90.0978321,Popeyes,6,I wasted 7 bucks on a meal I thought was going to be awesome. The fried chicken was stale and tasteless. They had no more wings only drums. At 4pm?! come on. The fries were old. I'm done SMH,Restaurants
12905,29.9824105,-90.110207,Morning Call Coffee Stand,21,"My first time to this location but big fan of the old one!  We took my cousins from Oklahoma who don't know NOLA food.  Our server, Dalila, made sure to bring samples for us to try.  I couldn't decide so she let me have 2 half orders!  We had red beans & rice, etoufee, gumbo, mini muffulettas and beignets.  It was all awesome!  But the service from Dalila made it so much better!",Restaurants
11877,29.9572432,-90.2029787,Hickory Cafe & Grill,10,Great little place in Harahan.  Great sandwich and salad choices.  I had the Cuban and the wife had the fried chicken salad.  Both were damn good and the portion sizes were amazing.  The place is small so I bet it could get seriously crowded.  It was pretty empty when we were there but it was a Monday..,Restaurants
12618,30.02084303,-89.96083573,Island Flavor Bar & Grill,18,My husband and I had lunch here and the food was delicious and the prices are very reasonable. I had the jerk chicken entree and my husband had the bbq rib special. Both were really good which is why I rated them 5 stars.  The spot is what I would consider a hole in the wall but that's where you find the best food. We were the only ones in the restaurant at the time so getting seated and getting attentive service wasn't an issue. We will definitely visit again.,Restaurants
11530,29.9558761,-90.0629779,Gumbo POT,6,"Went here with my girlfriend and her daughter.   First, no one sat us. The host pointed at me and then at a table from across the room.   Then, we sat waiting for someone to come to our table as 5 other groups (not an exaggeration) were seated and served. We left before anyone ever even spoke to us.   Our child was well-behaved and there was no obvious reason that someone would not want to serve us. They were actively ignoring us, and it wasn't even busy. I don't know whether it was because we had a child with us, or because I'm white and my girlfriend is Indian, or maybe they just didn't like us.   I suggest the Oyster Factory across the street. Everyone is very friendly and no one will be rude to you.",Restaurants
11410,29.962077,-90.0879828,The Banks Drinkery & Kitchen,4,"Firstly I love restaurants with rooftop dining areas, so this was a win for me. I am very picky on portion size and presentation of dishes and The Banks Drinkery & Kitchen did not disappoint. There was more than enough food and the ambiance was so perfect. I recommend for dates and even just watching the game at the downstairs bar. I am here about once a week now and it is always perfection.",Restaurants
11476,29.9533727,-90.0744388,Petit Lion,5,"Good location . Parking in front. I like the European style of cooking , different from USA. Great menu to choose from. Ambience is average and contemporary. Presentation of food is great as well as the taste. Worth the price.",Restaurants
12793,29.96175828,-90.08831275,Fharmacy Nola,20,"This place is soooo good. I really think it may be the best burger in town. I wanted to order 1 of everything on the menu, but since I couldn't do that, I  decided to start with the  Dr Seuss Burger...no regrets. I will definitely go back to try the pork. They had just finished roasting it (for 8 hours) and gave us a sample. It was incredible. I Highly recommend Fharmacy.",Restaurants
11797,29.96498264,-90.0425713,Nagomi,9,"I was fortunate to be invited for the grand opening at this restaurant which is a one of a kind in New Orleans and I had a unique and wonderful experience over there.. the concept of paying for food that you don't even know what it is before you actually sit down, is as intriguing and trustful .. you leave yourself in the magic of chef's cooking hands .. and it's worth every penny!! Btw.. I even had to cheat my vegetarian diet for Nagomi",Restaurants
10083,29.9391953,-90.1256153,Campus Connection,2,"I ordered a tshirt here special for my boyfriend.   When you walk in you may or may not die from heat stroke I think the air conditioner was actually just broken that day.  Anyways,  despite the heat don't let that deter you.  Their prices are awesome, it might be hard to beat.  I used to make tshirts all the time and the one I made here cost about $18 which is not great but it's not bad and and AND it was ready in like 24 hours.  The staff is friendly and willing to help so don't be afraid to tell them exactly what you want.   Check it out, it's totally worth the check, check, check.",Shopping
12771,29.9496593,-90.1273601,Cafe Granada,20,"I have been coming to this place for 6 years now and I still absolutely love it! Reasons why I love Cafe Granada: 1. They are NEVER busy. I honestly don't know how this place isn't jam packed all of the time. Every time I have come here to eat it has been quiet, quaint and feels like no one else is in the restaurant. 2. SO CHEAP! I am always pleasantly surprised by the bill every time I leave considering how full and tipsy I am. 3. The food is delicious. Get the Manchego Cheese with the Muscles and the Gambas al la Plancha Shrimp. Put the cheese on the bread and place a muscle on top. Eat a shrimp and don't leave any of them sauces behind! 4. It's so close to my house and I just love the neighborhood. 5. I haven't been anywhere else (yet) that had better tapas!",Restaurants
13453,29.9469602,-90.1131948,Roberts' Bar and Liquor Store,19,"Cheap drinks, nice folks, and a vibe that is neither pretentious nor obnoxious. A truly great Uptown bar. They also have an internet jukebox that takes plastic, plus pool, ping pong, video poker, and most importantly pinball. Don't forget to check out the specials!",Nightlife
10020,29.920197,-90.1039507,Poets Custom Framing,0,"The owner is a true artist. I've had all my framing done here and the work is exquisite. I've had photographs, prints and canvases framed and they take a very creative and professional approach to each piece. The gallery also has great work by established and emerging artists.",Shopping
11918,29.951644,-90.0709625,The Kolache Kitchen - New Orleans,10,Oh my gosh !  I love this place ! I love the baked goods and I placed a an order for taco's . First order was soooooo good !  Flour tortilla inside a crispy corn tortilla !  But next day there were 2 flour tortillas for each taco . I hope they keep the crispy corn tortillas ! But no matter what .  They are so good !  Can't wait to try the other sandwiches !,Restaurants
11627,29.9693909,-90.0521636,La Mezcla Mexicana,7,By far the best burrito in town and one of my top 3 ever. Kat is fantastic and each dish is done right. Eat here and you'll be hooked!,Restaurants
12083,29.9443933,-90.1339682,Pepperoni's Cafe,12,"Great food!!  First time here and had the lunch special, calzone with Italian salad.  Both very good and very filling.  Friendly staff and numerous condiments on every table.",Restaurants
13386,29.9418408,-90.0662659,The Metropolitan,15,I like the ambiance here and they got the best music in town but for instance last Saturday midnight they charge me $27 for 1 drink of Hennessy margarita. That's very unbelievable. Now therefore me and my friends will not gonna go back there again.,Nightlife
11405,30.007909,-90.021461,Smiley's Grill,4,"I stopped into this place after one of my Sunday brunch favorites was closed. I came in not knowing what to expect. When I walked in I immediately fell in love with the ambiance. It seemed like a chill spot and it was empty at the time. That was great for me because I was looking for a place to grab some brunch and read. I had looked at the menu beforehand but when I got inside I was surprised at the cheap prices. Especially in New Orleans where food can be very pricey depending on where you go. Just based off the price of the food alone I knew this was a place I would be returning to. I ordered the pancake platter and it was delicious. It wasn't anything too fancy, in fact, it tasted like something I would cook at home. I definitely left satisfied. I I will be returning to taste their other menu items. They also have a bar and sell Frozen Daiquiris.",Restaurants
12342,29.9268149,-90.0921295,Milk Bar,15,"I give this place five stars because they do what they proclaim to do and they do it well. You can get a great sandwich for about the same price as a subway sandwich minus the cardboard flavor. Their number one is a chicken Thai po boy. It's number one for a reason. It's crack in sandwich form. I'm addicted, I crave it. Milkshakes are good too! They don't ask an arm and a leg like creole creamery. Great lunch place. My one complaint is that it smells of bar smoke and they need to add some weekend hours. That was two complaints. My apologies, but i still stand by my five star rating.",Restaurants
11730,29.9233606,-90.0873256,The Bulldog,8,"This is one of those places you need to stop by after dinner in the area - especially on Wednesdays when beers are $5 and you can take home the unique glasses. The outdoor patio area is so great, but get there early because it gets super packed.",Restaurants
11562,29.96499091,-90.04261631,Suis Generis,6,"What a great local spot! Drinks, food, server and ambiance were very nice. You could tell everything takes a little longer to make because it's from scratch.... well worth the wait.",Restaurants
13518,29.954052,-90.065619,The Hookah,23,"I love this place! Not pretentious easy going. I love to have this in Brooklyn, NY! Nice foods and drink, a.n.d! Hookah!! and Don't forget, there are live music!!!",Nightlife
13154,29.95411443,-90.06814397,The Carousel Bar & Lounge,0,"One of my most favorite places to visit while in the French Quarter.  The raspberry truffle tini is divine.  It's just a great place to sit for a while and relax, good drinks, great atmosphere.",Nightlife
12341,29.97304085,-90.05642831,Melba's,15,I love the culture and history surrounding this place. The food looked awesome but the taste just wasn't there for me.  The food is just ok. Had the half and half grilled fish and shrimp with corn grits and gumbo.,Restaurants
10973,29.9255887,-90.0945976,Italian Pie,0,"I was super excited to hear about a new pizza place moving in just a few blocks from my house. I gave them about a month or so to settle in and streamline their operation, and then meandered on over with a couple of friends. I'm super glad I did. This may be my new favorite pizza place in the city.   The service was good, the pizza was not expensive and the crust was....just amazing. It reminds me of those Pizza Hut stuffed crust commercials from the past, that told you to eat the crust first. This crust is totally worthy of the eat first"" treatment. The rest of the 'za was also pretty good",Restaurants
11710,29.95494467,-90.07018193,Powdered Sugar,8,"Nice coffee shop/lunch plate neatly tucked into the Hyatt French Quarter Hotel. The coffee is excellent- even though it's not chicory laden.  Seating is comfortable and nicely spread out.  In addition to breakfast, we had a mid afternoon brunch of a very nicely prepared and presented turkey sandwich.  You order at the counter and the food is brought to you by a waiter.",Restaurants
13272,29.96926898,-90.0634006,The Goat,7,"Great place to go to have a drink and chill, They show funny Horror movies and bartenders are friendly. Quiet and nice little dive bar to go if yr in the area, they do specials so make sure you check those out ! Love the goat",Nightlife
12304,29.9642465,-90.0860842,Betsys Pancake House,15,"Betsy's is an institution in this town. You can get excellent omlettes, pancakes and chicken fried steak for breakfast or a nice hearty roast chicken and siding for lunch. Prices are great!",Restaurants
